"id","county_code","unleaded_95","unleaded_100","motor_oil","heating_oil","autogas","price_date","validation","record_date"
"88779","39","1.529","1.708","1.293","0.987","0.831","04/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-04"
"88778","38","1.534","1.695","0.989","0.810","0.000","04/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-04"
"88777","37","1.505","1.715","0.982","0.765","0.000","04/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-04"
"88776","36","1.561","1.744","1.307","1.034","0.879","04/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-04"
"88775","35","1.565","1.751","1.332","1.015","0.861","04/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-04"
"88774","34","1.571","1.761","1.322","1.031","0.844","04/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-04"
"88773","33","1.609","1.819","1.363","1.125","0.956","04/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-04"
"88772","32","1.603","1.799","1.348","1.040","0.893","04/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-04"
"88771","31","1.532","1.729","1.298","1.004","0.821","04/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-04"
"88770","30","1.555","1.747","1.321","1.009","0.857","04/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-04"
"88769","29","1.786","1.923","1.481","1.136","0.972","04/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-04"
"88768","28","1.531","1.720","1.309","0.995","0.856","04/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-04"
"88767","27","1.540","1.697","1.318","1.004","0.802","04/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-04"
"88766","26","1.531","1.802","1.293","0.988","0.844","04/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-04"
"88765","25","1.625","1.800","1.355","1.041","0.000","04/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-04"
"88764","24","1.576","1.785","1.343","1.058","0.959","04/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-04"
"88763","23","1.580","1.775","1.348","1.038","0.875","04/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-04"
"88762","22","1.552","1.749","1.307","1.000","0.826","04/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-04"
"88761","21","1.555","1.769","1.324","1.012","0.833","04/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-04"
"88760","20","1.522","1.749","1.316","0.998","0.833","04/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-04"
"88759","19","1.513","1.720","0.994","0.835","0.000","04/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-04"
"88758","18","1.565","1.768","1.330","1.054","0.856","04/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-04"
"88757","17","1.590","1.766","1.009","0.919","0.000","04/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-04"
"88756","16","1.518","1.714","1.298","0.995","0.784","04/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-04"
"88755","15","1.545","1.717","1.305","1.000","0.820","04/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-04"
"88754","14","1.566","1.727","1.315","1.015","0.969","04/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-04"
"88753","13","1.636","1.865","1.390","1.074","0.000","04/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-04"
"88752","12","1.547","1.733","1.316","1.003","0.824","04/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-04"
"88751","11","1.564","1.745","1.333","1.010","0.860","04/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-04"
"88750","10","1.662","1.849","1.404","1.087","0.892","04/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-04"
"88749","9","1.515","1.721","0.988","0.836","0.000","04/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-04"
"88748","8","1.581","1.768","1.347","1.032","0.833","04/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-04"
"88747","7","1.540","1.761","1.313","1.000","0.835","04/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-04"
"88746","6","1.524","1.734","1.308","1.003","0.855","04/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-04"
"88745","5","1.531","1.715","1.027","0.862","0.000","04/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-04"
"88744","4","1.560","1.749","1.331","1.005","0.846","04/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-04"
"88743","3","1.531","1.704","1.294","1.002","0.845","04/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-04"
"88742","2","1.558","1.761","1.328","1.026","0.873","04/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-04"
"88741","1","1.514","1.726","1.288","0.989","0.801","04/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-04"
"38046","51","1.589","1.790","1.330","1.005","0.985","05/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-05"
"38045","50","1.583","1.789","1.353","1.026","0.902","05/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-05"
"38044","49","1.567","1.708","1.012","0.845","0.000","05/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-05"
"38043","48","1.586","1.779","1.360","1.059","0.892","05/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-05"
"38042","47","1.535","1.730","1.328","1.011","0.841","05/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-05"
"38041","46","1.544","1.753","1.308","1.023","0.852","05/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-05"
"38040","45","1.557","1.725","1.336","0.991","0.817","05/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-05"
"38039","44","1.520","1.671","0.993","0.858","0.000","05/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-05"
"38038","43","1.705","1.809","0.000","0.928","0.000","05/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-05"
"38037","42","1.533","1.685","0.990","0.842","0.000","05/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-05"
"38036","41","1.609","1.786","1.064","0.894","0.000","05/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-05"
"38035","40","1.531","1.702","1.307","0.993","0.820","05/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-05"
"38034","39","1.528","1.716","1.295","0.989","0.831","05/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-05"
"38033","38","1.533","1.683","0.989","0.810","0.000","05/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-05"
"38032","37","1.507","1.717","0.984","0.764","0.000","05/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-05"
"38031","36","1.562","1.745","1.307","1.034","0.879","05/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-05"
"38030","35","1.556","1.745","1.326","1.003","0.858","05/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-05"
"38028","33","1.608","1.819","1.362","1.126","0.956","05/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-05"
"38027","32","1.606","1.774","1.349","1.040","0.895","05/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-05"
"38026","31","1.533","1.721","1.299","1.007","0.822","05/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-05"
"38025","30","1.556","1.744","1.322","1.012","0.857","05/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-05"
"38024","29","1.784","1.910","1.480","1.130","0.972","05/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-05"
"38023","28","1.534","1.718","1.310","0.996","0.856","05/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-05"
"38022","27","1.542","1.703","1.322","1.007","0.803","05/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-05"
"38021","26","1.531","1.802","1.294","0.990","0.844","05/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-05"
"38020","25","1.625","1.789","1.355","1.041","0.000","05/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-05"
"38019","24","1.576","1.774","1.342","1.061","0.959","05/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-05"
"38018","23","1.581","1.768","1.348","1.040","0.875","05/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-05"
"38017","22","1.553","1.746","1.308","1.006","0.825","05/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-05"
"38016","21","1.556","1.763","1.323","1.014","0.833","05/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-05"
"38015","20","1.523","1.751","1.320","0.999","0.834","05/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-05"
"38014","19","1.514","1.712","0.996","0.835","0.000","05/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-05"
"38013","18","1.566","1.756","1.331","1.054","0.854","05/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-05"
"38012","17","1.588","1.754","1.008","0.918","0.000","05/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-05"
"38011","16","1.519","1.711","1.299","0.998","0.783","05/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-05"
"38010","15","1.546","1.713","1.306","1.002","0.820","05/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-05"
"38009","14","1.571","1.745","1.323","1.020","0.969","05/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-05"
"38008","13","1.636","1.865","1.393","1.076","0.899","05/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-05"
"38007","12","1.543","1.729","1.314","1.004","0.826","05/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-05"
"38006","11","1.563","1.743","1.333","1.011","0.858","05/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-05"
"38005","10","1.665","1.842","1.405","1.086","0.958","05/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-05"
"38004","9","1.517","1.721","0.989","0.833","0.000","05/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-05"
"38003","8","1.582","1.768","1.347","1.032","0.833","05/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-05"
"38002","7","1.540","1.756","1.314","1.001","0.837","05/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-05"
"38001","6","1.524","1.729","1.311","1.004","0.855","05/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-05"
"38000","5","1.533","1.715","1.033","0.862","0.000","05/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-05"
"37999","4","1.561","1.746","1.334","1.008","0.846","05/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-05"
"37998","3","1.532","1.700","1.297","1.004","0.852","05/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-05"
"37997","2","1.559","1.755","1.329","1.027","0.873","05/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-05"
"37996","1","1.513","1.719","1.289","0.991","0.802","05/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-05"
"38029","34","1.571","1.763","1.323","1.031","0.844","05/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-05"
"21676","1","1.514","1.719","1.290","0.991","0.803","06/01/2018","ΝΟΜΟΣ ΑΤΤΙΚΗΣ","2018-01-06"
"21677","2","1.560","1.757","1.330","1.029","0.872","06/01/2018","ΝΟΜΟΣ ΑΙΤΩΛΙΑΣ ΚΑΙ ΑΚΑΡΝΑΝΙΑΣ","2018-01-06"
"21678","3","1.532","1.702","1.295","1.005","0.852","06/01/2018","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","2018-01-06"
"21679","4","1.562","1.751","1.334","1.010","0.851","06/01/2018","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","2018-01-06"
"21680","5","1.533","1.715","1.032","0.862","0.000","06/01/2018","ΝΟΜΟΣ ΑΡΤΗΣ","2018-01-06"
"21681","6","1.524","1.728","1.311","1.005","0.855","06/01/2018","ΝΟΜΟΣ ΑΧΑΪΑΣ","2018-01-06"
"21682","7","1.541","1.754","1.315","1.001","0.837","06/01/2018","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","2018-01-06"
"21683","8","1.582","1.768","1.348","1.033","0.833","06/01/2018","ΝΟΜΟΣ ΓΡΕΒΕΝΩΝ","2018-01-06"
"21684","9","1.519","1.719","0.989","0.833","0.000","06/01/2018","ΝΟΜΟΣ ΔΡΑΜΑΣ","2018-01-06"
"21685","10","1.665","1.839","1.405","1.091","0.958","06/01/2018","ΝΟΜΟΣ ΔΩΔΕΚΑΝΗΣΟΥ","2018-01-06"
"21686","11","1.563","1.743","1.333","1.012","0.858","06/01/2018","ΝΟΜΟΣ ΕΒΡΟΥ","2018-01-06"
"21687","12","1.544","1.732","1.315","1.005","0.826","06/01/2018","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","2018-01-06"
"21688","13","1.636","1.865","1.393","1.076","0.899","06/01/2018","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","2018-01-06"
"21689","14","1.571","1.745","1.323","1.020","0.969","06/01/2018","ΝΟΜΟΣ ΖΑΚΥΝΘΟΥ","2018-01-06"
"21690","15","1.546","1.713","1.307","1.001","0.820","06/01/2018","ΝΟΜΟΣ ΗΛΕΙΑΣ","2018-01-06"
"21691","16","1.520","1.713","1.300","0.998","0.783","06/01/2018","ΝΟΜΟΣ ΗΜΑΘΙΑΣ","2018-01-06"
"21692","17","1.588","1.752","1.008","0.918","0.000","06/01/2018","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","2018-01-06"
"21693","18","1.568","1.760","1.335","1.056","0.852","06/01/2018","ΝΟΜΟΣ ΘΕΣΠΡΩΤΙΑΣ","2018-01-06"
"21694","19","1.514","1.713","0.996","0.835","0.000","06/01/2018","ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ","2018-01-06"
"21695","20","1.524","1.751","1.320","0.999","0.834","06/01/2018","ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ","2018-01-06"
"21696","21","1.559","1.763","1.325","1.015","0.836","06/01/2018","ΝΟΜΟΣ ΚΑΒΑΛΑΣ","2018-01-06"
"21697","22","1.553","1.749","1.308","1.006","0.825","06/01/2018","ΝΟΜΟΣ ΚΑΡΔΙΤΣΗΣ","2018-01-06"
"21698","23","1.581","1.768","1.348","1.040","0.875","06/01/2018","ΝΟΜΟΣ ΚΑΣΤΟΡΙΑΣ","2018-01-06"
"21699","24","1.576","1.774","1.342","1.061","0.959","06/01/2018","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","2018-01-06"
"21700","25","1.625","1.789","1.353","1.041","0.000","06/01/2018","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ","2018-01-06"
"21701","26","1.530","1.807","1.291","0.990","0.844","06/01/2018","ΝΟΜΟΣ ΚΙΛΚΙΣ","2018-01-06"
"21702","27","1.543","1.704","1.323","1.007","0.803","06/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-06"
"21703","28","1.534","1.718","1.311","0.996","0.856","06/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-06"
"21704","29","1.783","1.910","1.480","1.134","0.972","06/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-06"
"21705","30","1.556","1.744","1.323","1.012","0.857","06/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-06"
"21706","31","1.532","1.721","1.298","1.007","0.822","06/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-06"
"21707","32","1.606","1.774","1.349","1.040","0.893","06/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-06"
"21708","33","1.608","1.816","1.362","1.126","0.956","06/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-06"
"21709","34","1.569","1.763","1.320","1.038","0.844","06/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-06"
"21710","35","1.556","1.745","1.326","1.004","0.858","06/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-06"
"21711","36","1.562","1.744","1.309","1.033","0.879","06/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-06"
"21712","37","1.507","1.713","0.984","0.764","0.000","06/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-06"
"21713","38","1.533","1.683","0.989","0.810","0.000","06/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-06"
"21714","39","1.534","1.720","1.297","0.989","0.829","06/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-06"
"21715","40","1.531","1.702","1.307","0.993","0.820","06/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-06"
"21716","41","1.609","1.786","1.062","0.894","0.000","06/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-06"
"21717","42","1.534","1.691","0.992","0.843","0.000","06/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-06"
"21718","43","1.705","1.809","0.000","0.928","0.000","06/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-06"
"21719","44","1.520","1.668","0.993","0.853","0.000","06/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-06"
"21720","45","1.557","1.722","1.335","0.990","0.817","06/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-06"
"21721","46","1.544","1.753","1.309","1.024","0.852","06/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-06"
"21722","47","1.535","1.730","1.328","1.011","0.841","06/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-06"
"21723","48","1.587","1.779","1.360","1.062","0.892","06/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-06"
"21724","49","1.567","1.708","1.012","0.845","0.000","06/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-06"
"21725","50","1.583","1.786","1.354","1.026","0.900","06/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-06"
"21726","51","1.589","1.790","1.331","1.005","0.985","06/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-06"
"38658","51","1.589","1.789","1.330","1.005","0.985","07/01/2018","ΝΟΜΟΣ ΧΙΟΥ","2018-01-07"
"38657","50","1.583","1.786","1.354","1.026","0.900","07/01/2018","ΝΟΜΟΣ ΧΑΝΙΩΝ","2018-01-07"
"38656","49","1.567","1.712","1.012","0.845","0.000","07/01/2018","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","2018-01-07"
"38655","48","1.587","1.779","1.360","1.062","0.892","07/01/2018","ΝΟΜΟΣ ΦΩΚΙΔΟΣ","2018-01-07"
"38654","47","1.536","1.738","1.330","1.011","0.846","07/01/2018","ΝΟΜΟΣ ΦΛΩΡΙΝΗΣ","2018-01-07"
"38653","46","1.545","1.755","1.309","1.024","0.853","07/01/2018","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","2018-01-07"
"38652","45","1.554","1.721","1.334","0.992","0.817","07/01/2018","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","2018-01-07"
"38651","44","1.520","1.674","0.993","0.853","0.000","07/01/2018","ΝΟΜΟΣ ΣΕΡΡΩΝ","2018-01-07"
"38650","43","1.701","1.811","0.000","0.928","0.000","07/01/2018","ΝΟΜΟΣ ΣΑΜΟΥ","2018-01-07"
"38649","42","1.534","1.697","0.992","0.843","0.000","07/01/2018","ΝΟΜΟΣ ΡΟΔΟΠΗΣ","2018-01-07"
"38648","41","1.609","1.786","1.062","0.894","0.000","07/01/2018","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","2018-01-07"
"38647","40","1.530","1.704","1.308","0.996","0.820","07/01/2018","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","2018-01-07"
"38646","39","1.534","1.727","1.298","0.989","0.829","07/01/2018","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","2018-01-07"
"38645","38","1.533","1.683","0.989","0.810","0.000","07/01/2018","ΝΟΜΟΣ ΠΕΛΛΗΣ","2018-01-07"
"38644","37","1.508","1.715","0.984","0.765","0.000","07/01/2018","ΝΟΜΟΣ ΞΑΝΘΗΣ","2018-01-07"
"38643","36","1.562","1.744","1.308","1.033","0.879","07/01/2018","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","2018-01-07"
"38642","35","1.555","1.745","1.324","0.999","0.858","07/01/2018","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","2018-01-07"
"38641","34","1.567","1.759","1.314","1.039","0.844","07/01/2018","ΝΟΜΟΣ ΛΕΥΚΑΔΟΣ","2018-01-07"
"38640","33","1.608","1.816","1.362","1.126","0.956","07/01/2018","ΝΟΜΟΣ ΛΕΣΒΟΥ","2018-01-07"
"38639","32","1.609","1.779","1.350","1.040","0.893","07/01/2018","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","2018-01-07"
"38638","31","1.532","1.720","1.298","1.007","0.821","07/01/2018","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","2018-01-07"
"38637","30","1.556","1.744","1.323","1.012","0.857","07/01/2018","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","2018-01-07"
"38636","29","1.784","1.914","1.481","1.134","0.950","07/01/2018","ΝΟΜΟΣ ΚΥΚΛΑΔΩΝ","2018-01-07"
"38635","28","1.533","1.718","1.310","0.996","0.856","07/01/2018","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","2018-01-07"
"38634","27","1.542","1.704","1.323","1.007","0.803","07/01/2018","ΝΟΜΟΣ ΚΟΖΑΝΗΣ","2018-01-07"
